playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SF,OBP,SLG,OPS,BAbip,lgOBP,lgSLG,OPS+
karroer01,2003,1,CHN,NL,114,336,37,96,16,1,12,40,1,1,28,46,1,0,1,0.34,0.446,0.786,0.301,0.333,0.422,108
katama01,2003,1,ARI,NL,78,288,42,74,16,5,7,29,3,2,25,53,0,1,3,0.315,0.42,0.736,0.29,0.333,0.422,94
katama01,2004,1,ARI,NL,42,162,17,40,9,2,2,13,4,1,13,29,2,0,1,0.301,0.364,0.665,0.288,0.335,0.428,75
kawasmu01,2014,1,TOR,AL,82,240,31,62,7,1,0,17,1,0,22,49,0,3,1,0.327,0.296,0.623,0.323,0.314,0.386,81
kawasmu01,2013,1,TOR,AL,96,240,27,55,6,5,1,24,7,1,32,41,0,4,3,0.326,0.308,0.634,0.269,0.318,0.396,80
kawasmu01,2012,1,SEA,AL,61,104,13,20,1,0,0,7,2,2,8,18,0,1,0,0.257,0.202,0.459,0.233,0.319,0.405,30
kearnau01,2005,1,CIN,NL,112,387,62,93,26,1,18,67,0,0,48,107,2,8,5,0.333,0.452,0.785,0.281,0.33,0.419,109
kearnau01,2004,1,CIN,NL,64,217,28,50,10,2,9,32,2,1,28,71,0,1,0,0.321,0.419,0.74,0.299,0.335,0.428,94
kearnau01,2006,1,CIN,NL,87,325,53,89,21,1,16,50,7,1,35,85,2,5,3,0.351,0.492,0.843,0.322,0.337,0.432,118
kearnau01,2010,2,NYA,AL,36,102,13,24,3,0,2,7,0,0,12,38,0,5,0,0.345,0.324,0.668,0.355,0.325,0.403,87
kearnau01,2011,1,CLE,AL,57,150,18,30,5,1,2,7,0,4,18,48,0,4,0,0.302,0.287,0.589,0.28,0.321,0.399,66
kearnau01,2012,1,MIA,NL,87,147,21,36,6,0,4,16,2,1,22,44,1,6,0,0.366,0.367,0.733,0.323,0.319,0.405,105
kearnau01,2006,2,WAS,NL,63,212,33,53,12,1,8,36,2,3,41,50,2,5,2,0.381,0.429,0.81,0.288,0.337,0.432,112
kearnau01,2009,1,WAS,NL,80,174,20,34,6,2,3,17,1,1,32,51,1,5,0,0.336,0.305,0.641,0.258,0.333,0.418,74
kearnau01,2010,1,CLE,AL,84,301,42,82,18,1,8,42,4,1,34,78,2,5,2,0.354,0.419,0.772,0.341,0.325,0.403,113
kearnau01,2008,1,WAS,NL,86,313,40,68,10,0,7,32,2,2,35,63,0,8,1,0.311,0.316,0.627,0.25,0.333,0.416,69
kearnau01,2007,1,WAS,NL,161,587,84,156,35,1,16,74,2,2,71,106,5,12,4,0.355,0.411,0.765,0.299,0.336,0.423,103
kearnau01,2003,1,CIN,NL,82,292,39,77,11,0,15,58,5,2,41,68,1,5,0,0.364,0.455,0.819,0.297,0.333,0.422,117
kearnau01,2002,1,CIN,NL,107,372,66,117,24,3,13,56,6,3,54,81,3,6,3,0.407,0.5,0.907,0.37,0.331,0.417,143
kellydo01,2012,1,DET,AL,75,113,14,21,2,1,1,7,2,0,14,22,0,0,0,0.276,0.248,0.523,0.222,0.319,0.405,48
kellydo01,2010,1,DET,AL,119,238,30,58,4,0,9,27,3,0,8,42,0,2,2,0.272,0.374,0.646,0.259,0.325,0.403,76
kellydo01,2014,1,DET,AL,95,163,24,40,5,1,0,7,6,1,20,29,1,1,0,0.332,0.288,0.62,0.299,0.314,0.386,80
kellydo01,2013,1,DET,AL,112,216,33,48,6,1,6,23,2,0,27,28,1,2,4,0.309,0.343,0.652,0.226,0.318,0.396,84
kellydo01,2011,1,DET,AL,113,257,35,63,8,3,7,28,2,1,14,32,0,3,1,0.291,0.381,0.672,0.256,0.321,0.399,86
kellypa03,1999,1,TOR,AL,37,116,17,31,7,0,6,20,0,1,10,23,0,0,3,0.318,0.483,0.801,0.278,0.345,0.434,103
kellyro01,1999,1,TEX,AL,87,290,41,87,17,1,8,37,6,1,21,57,0,5,2,0.355,0.448,0.804,0.348,0.345,0.434,106
kempma01,2016,1,SDN,NL,100,409,54,107,24,0,23,69,0,0,16,100,3,0,6,0.285,0.489,0.774,0.288,0.322,0.417,106
kempma01,2016,2,ATL,NL,56,214,35,60,15,0,12,39,1,0,20,56,3,1,6,0.336,0.519,0.855,0.316,0.322,0.417,129
kempma01,2014,1,LAN,NL,150,541,77,155,38,3,25,89,8,5,52,145,3,0,6,0.346,0.506,0.852,0.345,0.314,0.386,141
kempma01,2010,1,LAN,NL,162,602,82,150,25,6,28,89,19,15,53,170,4,4,9,0.31,0.45,0.76,0.295,0.325,0.403,107
kempma01,2011,1,LAN,NL,161,602,115,195,33,4,39,126,40,11,74,159,24,6,7,0.399,0.586,0.986,0.38,0.321,0.399,171
kempma01,2007,1,LAN,NL,98,292,47,100,12,5,10,42,10,5,16,66,0,0,3,0.373,0.521,0.894,0.411,0.336,0.423,134
